"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
16.3202734447975,"G9947","IK",2018-03-23,"High","Expensive","Slow","Long","Hot","Control room","No","Checked","Wooden","Textured",-1.04547912750414,1.73379158735776,0.924359401695567,2.80897979819495,2.6060210719717,8.48237328271405,7.1303957419442,1.45699684332305,1.58610435949164,3.86116940356064,92.901618087616,86.1666385140179,80.2939322962246,80.3667448393919,66.841548523359,95.5636717243174,92.7502699163306,88.5687164700985,91.9026720858769,81.269648120801,40.0333894837997,35.7317755258406,42.2512408963219,31.1504694908126,15.7860909067633,37.0325155536871,41.6570876336866,11.8881650155692,31.9032701218192,26.0505304390368
28.7186042248692,"G9948","OL",2018-03-30,"Medium","Cheap",NA,"Long",NA,"Steam plant","Yes","Checked","Wooden","Rough",30.2631167117566,37.5314067667651,34.5935286636932,28.4124549913586,27.0505741086109,NA,26.854984190954,26.0150187207962,29.6786821324609,40.7724162707186,65.8838750813616,51.9014333134647,83.2099607410802,67.2551185234151,79.0681097449011,NA,58.4434056393812,68.8432767948863,68.9886539598667,67.1478401979244,98.3175002285195,80.5601355832781,99.722589518022,96.642219760046,95.588826351363,87.2040853676367,90.0510399277813,NA,90.128751159354,81.041113011574
15.1513959016357,"D13","TX",2018-04-05,"Medium","Expensive","Fast","Short","Hot","Storage tanks","Yes","Checked","Wooden","Textured",39.1228621543635,37.0675082660836,26.5723737384036,347.173499867786,31.0713143561384,33.0690920292348,25.6175665452158,365.760965743102,37.1988875176487,38.7278038289707,321.769591739867,60.7249636180677,45.0453031954948,39.1488773323872,51.4863332718033,351.494508404285,58.2468705735661,62.2188939683707,51.3507872951024,58.1903609172973,-36.3890306726249,357.213885539677,-23.059292678573,327.081341114827,-18.3845964278477,-17.705463903151,-5.12755030546248,330.488205042202,-50.9806138448363,-24.272329285653
24.3412255049869,"D14","TX",2018-04-12,"Medium","Expensive","Medium","Short","Warm","Control room","Yes","Under review","Wooden","Rough",44.347149115263,28.9607155083549,31.9307768397213,362.457520903554,32.8320895466597,34.2494241887031,38.3876591946075,349.139316582587,31.278245532299,38.0436656543247,355.569297813345,50.7247241834535,45.5797373681513,51.0737347800937,60.6165017892824,328.015760930721,62.0372570041707,48.7130578752628,54.6101323876486,53.1893143461732,36.1316742200366,351.147980666719,42.0093903530091,336.444841516204,22.5990016108633,48.145838994021,36.3537002266283,344.96108772466,15.3069092206072,37.1126174544878
32.6118088478903,"D15","TX",2018-04-20,"Medium","Expensive","Fast","Long","Cold","Steam plant","No","Uncertain","Metal","Smooth",36.6919673965559,39.7640653582988,33.6732985767221,320.099212420173,24.3490903344783,37.3415980235782,30.3727409433355,360.063147805631,25.1178076159529,32.2314225236532,326.862722535152,76.3235681357376,83.6859260292981,68.513561898891,50.3152213109388,329.719361120369,84.6373901565897,51.2927354945269,83.0715332186318,58.7482639110973,48.2655717114326,362.046731337905,14.15839397768,325.853472510353,55.6374776234142,45.5282936271901,40.2734217387994,347.930032333825,30.1858116817014,33.6525892276239
10.4298600813232,"D16","TX",2018-04-27,"Medium","Expensive","Medium","Very Long","Warm","Storage tanks","Yes","Under review","Wooden","Rough",21.345834031621,15.9218315541827,27.5779797943002,328.674495667219,14.9272610118503,NA,14.3575055081542,325.148262123112,19.9120035958606,14.1004697583633,327.501966063865,27.4570215946467,46.8946978627777,24.402249477408,40.3050962179116,353.479241724126,34.1802107450828,28.4037202933702,42.0819953219333,32.9421178669149,74.8067368111222,361.112558008172,41.737699625475,357.964719778392,75.5055098247226,88.2128346497122,91.5191418567883,348.627136978321,96.7309582620745,55.826780978973
26.6931355356566,"D17","TX",2018-05-03,"Low","Expensive","Medium","Long","Hot","Storage tanks","Yes","Checked","Wooden","Rough",16.512385414123,14.8823354210152,11.4232537952364,335.495700878091,16.8398514461538,12.8487527013837,13.1322095664852,332.319906579796,11.3886727061659,20.4532695682758,354.438672161195,92.8780173623688,112.348318827186,98.3023540343074,119.873273931323,356.542188783642,95.9057085905197,105.505299105437,110.788498050604,94.2004918147118,12.1408270406214,349.81843391899,9.45605839508907,327.651668053586,36.5401192302976,4.06633525628716,1.95493832312776,366.690000523813,30.5663322937315,35.92745825209
28.1728254625766,"D18","TX",2018-05-11,"High","Cheap","Fast","Long","Warm","Steam plant","No","Checked","Metal","Rough",23.3591346348807,29.1744286962841,24.1434160728231,337.879827844445,25.5857769579463,26.7522975836919,35.3063962947107,358.769944186788,24.9248359518272,29.4899675274006,359.846927404869,60.3613941887936,81.4688288239601,82.808026208991,80.5749760390775,354.318290103693,81.588639346923,83.7928093192606,72.6488797552961,70.669375015787,13.0025320429086,369.164816353004,-28.2379186545114,337.09280796349,-26.9095597416473,-32.2454211300799,-32.72356686609,356.061615531798,-8.65996243811326,-41.8835877957434
28.3126444773298,"D19","TX",2018-05-18,"Medium","Expensive","Medium","Long","Hot","Storage tanks","Yes","Under review","Ceramic","Rough",26.8856694196711,30.436822700304,22.8968987555289,350.727871437557,18.6139441567286,NA,25.2388518168954,358.99667491205,22.1316289510526,29.3327704093023,359.646678452846,93.1959291369577,104.316391699572,92.4998318881858,82.9460638736867,329.369931987021,82.0941394574676,84.5183252635371,96.5518864155287,77.4101014509062,1.42915380758005,344.24276630627,-12.6590632998077,327.451104768552,25.3254863061028,-29.5038063455221,26.6862740892774,358.506480539218,16.0067345301157,6.9139688653017
22.8817137241965,"D20","TX",2018-05-25,"High","Expensive","Fast","Long","Cold","Storage tanks","Yes","Checked","Plastic","Rough",37.2881346040086,27.7985509083668,29.4521494093978,345.775887712371,32.574995685858,NA,31.084023767513,359.250283187721,26.2954527047604,22.0010028605416,340.021924818866,63.5095817596021,58.7786695964538,65.07083501447,73.080518481897,355.530278272927,64.243856207775,61.8442078725685,68.4182064545945,47.5107995855059,72.6933613493134,330.40500071831,70.9976926214995,331.99531594757,79.4020853031379,36.2651805917831,24.5048948746133,330.262450948358,79.2206019585577,53.765135766065
10.1740397895112,"D21","TX",2018-06-01,"Low","Expensive","Medium","Short","Warm","Storage tanks","Yes","Checked","Ceramic","Textured",3.15612114749341,5.98285707870933,1.308699740659,332.819592701271,14.6695050572371,11.4735793511541,10.7930123343988,333.279811001848,6.1833637871,-1.80084381663236,364.382918754127,29.8888780766,36.8296211595343,32.5071982716912,24.0310334047367,356.225315590855,27.1545331569418,32.3676063339268,47.5113990299224,32.2350501190759,-3.20876996162431,328.633606194053,-12.4604095911514,337.618988326285,-35.2989591522971,-29.8906061578999,-20.4110210109554,363.112245399971,-35.1634011123745,-21.5174527950503
27.9928800040584,"D22","TX",2018-06-07,"Medium","Cheap","Medium","Long","Hot","Steam plant","No","Checked","Wooden","Textured",8.52180316473276,9.48332714137271,14.7017326666553,340.989120285958,16.1898187631037,14.130115397846,17.0351122755257,366.089548745658,3.6400246857385,22.8248960178861,349.23388335621,74.1240138758197,72.6806600018835,65.5573182551285,59.3906273681308,340.087036048062,63.4828482062762,59.7761718369397,55.2140977109339,39.4574225165389,9.83424187360253,337.875727685168,-7.10259577518087,355.784680361394,8.62428287738885,2.90942031264853,8.62900619327405,323.358067863155,3.26062717992088,14.8750617432235
9.40689715906428,"D23","TX",2018-06-14,"Medium","Fair","Medium","Very Long","Warm","Control room","Yes","Uncertain","Wooden","Rough",12.0745986673343,8.31745147887221,5.6616414177594,359.906771981623,9.62056490530448,8.85552192065663,-1.36556967012524,354.123105753679,2.83192197740983,-3.41795268648475,360.990397869609,94.829911506595,89.5658036804064,80.7656397390572,90.1181060852466,365.329703355674,101.031349925975,93.8770170979417,96.9115913520875,79.8434197376045,-0.55837438483708,368.513979883865,9.22492964798434,361.754602175206,29.0590512308347,27.7697473742342,-10.2374875537133,324.665861953981,9.90346664104336,-6.17107984330737
28.4287964960964,"D24","TX",2018-06-22,"High","Cheap","Fast","Short","Warm","Steam plant","Yes","Checked","Plastic","Smooth",29.7497461965949,34.7109449333919,37.4227731685128,369.618878751062,41.0886226053832,33.4852212289223,31.4790715129076,328.974922285415,22.2199909376382,21.909479710374,334.109952957369,97.2954697976566,106.586886752032,94.6026361606002,93.2049895768277,333.329997076653,85.3374332948789,98.5756947788476,104.314937267224,114.304655660647,-43.8750826314173,349.676268028561,-69.0704592409718,355.646646143869,-52.583469447937,-48.8647953789246,-51.8260439873791,325.790482531302,-45.0136972402841,-19.5661579607534
22.286068175526,"D25","TX",2018-06-29,"Medium","Expensive","Medium","Short","Warm","Control room","Yes","Uncertain","Wooden","Smooth",5.56710042793345,11.5555215511806,3.65792412731774,336.396787890699,8.48110985285214,7.64694049484166,11.9976211534809,347.863547520246,13.417294723018,12.8312389195878,358.913795398548,52.6543032222616,53.8593949936342,66.9834013443359,65.2757087033652,323.612602874637,55.625117556329,55.9637878019608,69.8243967976066,68.428989899162,101.329394736675,365.116728555877,88.51163879704,353.850361558143,59.2498478086514,92.3909927402944,91.5910505464101,344.897706147749,75.5709865022175,72.456154911233
24.975311126434,"D26","TX",2018-07-05,"Medium","Expensive","Fast","Long","Hot","Steam plant","Yes","Uncertain","Wooden","Rough",16.973611289785,17.4194888486147,17.87827272944,337.717301798984,16.5702111192361,NA,19.5233099672735,345.333117111586,11.7292639078877,23.821065895691,360.314987616148,60.6282186518464,60.3375803312619,73.4866034895991,70.4159806199384,331.721044895239,58.2323554873486,53.0401294392116,51.3252917110026,52.1057906767335,64.9589643333758,340.983139646705,93.8600709686121,336.282675182447,100.242428595827,86.6088979440279,79.0232524323424,363.695034447592,71.1585943652118,99.8312758129318
9.23093777251665,"D27","TX",2018-07-12,"Medium","Cheap","Fast","Short","Warm","Storage tanks","Yes","Checked","Ceramic","Textured",5.77898657336925,0.303051604788205,0.144289924348857,350.238934361842,-1.99442900349074,6.4179949098961,0.846247351875106,340.337910740636,-0.47132193140511,-0.608837977608077,326.194876076188,115.7125259703,91.8954107715685,87.7185622366954,85.8667909189761,338.246386235114,93.6060586582924,92.1157717924797,107.172217806008,97.4594229196405,-23.6942562940754,340.078728056978,-24.7147577714385,322.408438024577,2.90745636043953,1.53480195660239,-6.19938620002573,343.960685846396,-18.4212088625996,-12.9182793976065
14.8560297199646,"D28","TX",2018-07-20,"Low","Expensive","Fast","Short","Hot","Control room","Yes","Checked","Wooden","Textured",20.1595395954598,30.8995121103359,27.4917269779566,357.307431560475,39.3281602664107,38.1474542459885,38.4118104115441,323.135479439516,29.3753595804347,29.9180751416436,335.951694815885,76.9282634846158,90.7511121381486,82.1291585240778,78.8720377558278,338.592364422511,96.0132594165893,70.0406379861467,70.671255665671,84.9934980097426,63.4622574033945,324.887979384512,70.0758373564675,361.33838119451,47.3005811459476,77.0520209675547,40.7100342849992,328.375857537612,76.1328889945014,65.5753665197012
34.4128265691649,"D29","TX",2018-07-27,"High","Fair","Medium","Long","Hot","Steam plant","No","Uncertain","Plastic","Rough",20.9567799352682,25.9094400249582,25.1066125040754,332.580186559353,20.6815224765258,NA,18.7637015028323,329.045790997334,25.7164214711072,17.4796722366137,359.841304696165,58.2646544389552,66.086226251324,70.1390118165478,71.1269863238954,365.282952557318,61.35618402015,68.0932899465999,88.3989098759865,69.9276279864584,68.6189452823087,339.295027549379,44.4622317206817,352.129452750087,85.4261633837494,76.9035788402481,74.0129156781455,365.050291810185,76.6398714120048,65.4257826657421
18.3444548977831,"D30","TX",2018-08-03,"Medium","Expensive","Medium","Short","Cold","Steam plant","Yes","Checked","Plastic","Textured",10.1641798534327,3.64889624102861,8.09584679062233,368.680283210706,0.423135003427412,NA,7.85541825184358,345.511887588073,12.5822615360608,6.77431572862491,365.644921727944,74.4358572405761,50.7313571816635,76.1814415140622,78.0983930850663,329.228047786746,79.444061089847,84.4141209933331,80.2460019615075,71.4616828204502,48.7771427331217,334.763428887818,77.0514860112051,365.108582812827,62.0418910602416,73.8566305179342,78.3249753479268,335.319230081514,51.0452766002509,83.839545078367
13.9548948804009,"D31","TX",2018-08-10,"High","Expensive","Fast","Short","Hot","Control room","Yes","Under review","Ceramic","Rough",5.16238956618005,2.01563931098584,11.4976020277584,365.402222662233,-1.72934462753393,7.77175720559672,4.9286590407181,334.852577389684,1.89285969320982,3.16512039498972,324.075628786813,88.0836627065929,83.5132467680978,74.5465268137887,70.1380037448647,349.046068317257,60.3886739770785,91.9105101405056,61.5548103309903,65.4460886848702,-28.264377975336,347.205057849642,-28.3180951930375,320.585214269813,-10.8323766679526,-13.1949554229478,-21.2963041717878,331.999385571107,-15.4419597005485,-15.6705537514722
22.3961654427309,"D32","TX",2018-08-17,"Low","Cheap","Fast","Short","Warm","Steam plant","No","Uncertain","Metal","Textured",45.8163431259929,24.1408575918754,31.8407687443085,362.840042326134,37.6672983370861,35.3222617993009,27.7288819764924,346.838077127468,30.148395332429,28.6331837888115,339.152052793652,94.0595760442198,86.4617357009394,96.1460480092814,77.177754330292,328.70478595607,84.9964738306983,97.9741594774946,84.7568307823276,88.783933176382,39.6617114226912,335.211287420243,62.0633468084639,368.906532186083,71.7156143786511,80.4905595419341,59.9114172518352,367.005579189863,65.4919411328042,70.2201985033977
30.6750588368588,"D33","TX",2018-08-24,"Medium","Cheap","Medium","Long","Warm","Control room","Yes","Checked","Wooden","Textured",34.8457473944773,38.415052366955,30.6620873601458,330.74801068753,27.2400093833472,37.0893346240649,35.6868572581178,330.776453465223,37.4838755811514,31.0928702881281,343.270535783377,113.326142727518,100.446817278045,83.7518134958326,84.1466651327892,363.558489647694,90.7956651499576,73.6867420457888,90.2413966268909,91.5949487068573,16.807525249987,367.653314028867,4.40683760116304,328.833047444932,-1.20702517105296,10.4559904867979,-1.21936570412644,347.101323299576,10.4064783370055,-2.79345024931088
25.3876603474543,"D34","TX",2018-08-31,"Medium","Expensive","Medium","Short","Warm","Storage tanks","No","Checked","Wooden","Rough",34.0798699691604,44.9148078093935,41.7227785984429,325.286975379568,33.5455353703399,33.1741363996168,35.9891599363467,323.00577559974,41.1956920452082,44.9586261424429,353.080464985687,100.113806357323,112.173231019018,87.8116952766517,90.9691866033061,368.510285024531,104.611833547103,88.2364117253514,95.8349449984698,111.910794047417,3.37605383304298,335.249443275388,-10.2694401029264,357.257691845298,-26.0227287758932,-2.14269226756778,-18.973036310452,332.331819708925,-19.2326778317552,8.68553501151684
15.769064061556,"D35","TX",2018-09-06,"High","Expensive","Fast","Long","Warm","Control room","Yes","Checked","Metal","Textured",3.54679915206343,9.28528207926697,0.229126769354618,323.032969229389,6.88742476154859,5.48044841514284,9.87285789391594,363.876889441162,2.4693571816769,15.459776187734,347.217399235815,55.354536384791,85.5984977810224,74.6362351622273,65.8115010428778,331.772718897555,74.2500868745002,62.6519360363387,67.9954373211644,61.159236267703,45.8416325057912,345.015301373787,51.4476200516305,342.518633480649,42.0224704123637,29.9669710136587,39.212682914802,348.527894616127,55.2338935510153,57.3720736333211
27.5431669213915,"D36","TX",2018-09-14,"High","Expensive","Medium","Short","Cold","Control room","No","Uncertain","Plastic","Rough",39.758521699976,42.8143314776961,42.0435347812526,347.173747378401,35.9507705639533,35.6531836825928,36.1485646925007,362.498198722024,34.2362880990198,43.4700885931415,331.511684453581,93.532095211638,101.306406628345,70.52084779251,65.7099476899531,327.857853150927,88.3356195293886,93.3573577766888,76.5420058654414,101.629571008117,-30.997303770243,322.142065018415,-25.6370633197158,332.162173143588,-10.2057886870717,-14.6784900916035,-2.14029471790704,367.977063548751,-22.6106675021258,-16.2845464704482
14.0554250705772,"D37","TX",2018-09-20,"High","Expensive","Fast","Short","Hot","Steam plant","Yes","Under review","Metal","Rough",11.7991188710721,-1.58051919731314,3.06944137975519,344.635625106748,-1.52959912808486,-4.0726118321109,5.29178998518883,326.604698381852,3.43994223933554,-1.08564418397201,339.010166556109,39.2364349794454,46.5084760627786,45.7802582032048,56.1760190671918,346.426820701454,43.1058485573145,47.4929789065865,41.069173591755,42.1385019152742,63.2566460307339,343.997527116444,25.3126418709731,349.250352585223,43.969955065081,28.9371276121266,44.7361064747747,320.136690761428,74.1756414430948,44.5558582481345
11.1537911735422,"D38","TX",2018-09-28,"Low","Expensive","Fast","Short","Warm","Control room","Yes","Under review","Wooden","Rough",17.0534143248126,11.7966980146449,12.1826665473725,335.772413858213,12.7659443726009,NA,17.4835621540871,354.609751310199,3.38498721018656,6.63395855794609,360.280241006985,46.5568276282683,35.5644648619531,26.8438967785714,28.2097521245755,329.957307996228,29.7053886129638,57.3802614172163,35.1856470811621,31.8009970412518,-30.0291219212805,363.318312894553,-33.3326314697876,352.169376045931,-2.93259766075161,-26.710637827324,-23.1137860248711,357.299739546143,-8.5210546409411,-37.084910497762
30.2392475245965,"D39","TX",2018-10-04,"High","Cheap","Slow","Long","Hot","Steam plant","Yes","Under review","Wooden","Rough",29.3731131040053,23.4406596076749,28.6864862370258,336.349557240028,27.286667738696,32.5766782319982,23.5852189801755,356.79338642396,24.2418756411811,32.9930729826385,325.332334234845,61.7465261376373,94.3203916938719,71.4947580796623,87.1859715287192,333.008588983212,96.4194094806632,82.8120479802462,87.0103249962055,79.0524770200811,-17.3938321845921,366.600830333773,16.6047400400168,342.711118706502,13.3410330441788,-1.19461146873766,10.6713589507161,363.38282578392,10.022745946078,4.22705698650372
10.0761458741863,"D40","TX",2018-10-12,"Medium","Expensive","Fast","Short","Hot","Control room","No","Under review","Ceramic","Textured",8.21185221151355,2.90232823607351,15.0616529851678,334.152761432342,7.43271183287529,11.6174961993909,5.29552133337442,350.020665517077,7.68475713784388,12.5911883918372,347.006489143241,48.4286461936131,69.2914763876177,52.0427056859772,40.4897379498846,351.792655517347,48.1747165154352,62.2210388036764,47.2030922104167,66.206424966611,102.006357466606,342.392560762819,59.6387639680187,366.588872291613,79.932318390687,70.5384375257306,94.4983282291718,350.580194538925,75.3123036145352,81.0473347828865
11.3056601944511,"D41","TX",2018-10-18,"High","Expensive","Slow","Short","Hot","Control room","Yes","Uncertain","Plastic","Textured",24.2945456045204,21.6476476001856,27.049020188407,348.20820773486,20.1044124359312,NA,21.4361989606488,345.060369411949,19.8351543027131,18.2141240139988,332.03516345704,54.5109647338495,50.6142419051707,51.8025710765355,47.5799325226285,325.162592965644,51.986772313169,57.3262068106327,38.2610020677677,67.6890384744059,31.8020882310095,338.798905750737,41.1263340067784,335.650922607165,43.7564063639726,56.270458054619,9.27013850538806,337.918833380099,16.8614784281845,29.8561717854654
30.6528993901624,"D42","TX",2018-10-26,"Medium","Fair","Medium","Long","Warm","Storage tanks","No","Under review","Ceramic","Smooth",12.5911836954833,14.5380972688375,25.1555284158706,365.69013271248,12.2183160541693,NA,14.8740866653715,360.005384234246,6.21274259150849,15.1137621003875,343.522382054944,98.8376694383185,77.8245167730851,91.1908387781762,94.6418100248254,344.013830441982,101.51026557145,82.0606171163358,100.136616252399,104.0914615954,-36.9522216094582,365.456120325252,-33.3232806753183,325.596713349223,-39.9932911524758,-44.7267361786439,-51.6286601150808,368.569522507023,-41.1928215852781,-33.3446681429894
26.8191415726445,"D43","TX",2018-11-01,"High","Expensive","Fast","Long","Hot","Storage tanks","Yes","Uncertain","Ceramic","Rough",17.6057231832124,14.9371470260449,29.8530485133456,341.341372211464,21.9741867895321,30.8522694815606,30.4076752382138,362.789773771074,27.6969138780571,17.5536228735638,338.621448148042,86.5425800087685,85.7332683542376,92.8863225160219,86.0207022395419,331.433233879507,81.8705634922615,96.0848915743668,101.514966336057,106.034656900566,64.7661468874059,327.071094051935,71.9115327923834,355.619610908907,72.0460170943921,71.1621453958449,71.3666534793537,362.780530604068,80.0751385407486,63.4776017344215
20.145109096426,"D44","TX",2018-11-09,"High","Expensive","Fast","Long","Warm","Storage tanks","No","Checked","Ceramic","Rough",24.0600994007897,26.0956055511912,27.4369909795849,364.135050824843,35.8764968757479,NA,23.1323788199171,323.994077094831,21.9290517325277,12.3037109489998,321.414795883466,56.2561573096201,52.3938086173495,37.2986723463966,41.1480984693538,349.952403949574,56.4879785845826,39.7215634972202,52.0519734616695,36.8253707652582,6.28633722762662,322.847859659232,34.8371733250269,339.663352216594,29.2743401969925,24.5715414192478,-2.17560823957542,368.752695706207,-4.90647298590428,5.31508011498392
19.8879223532647,"D45","TX",2018-11-15,"High","Expensive","Medium","Short","Cold","Control room","No","Checked","Wooden","Rough",24.381634257155,25.8564254034782,27.1662798926746,354.722353576217,30.3592166865645,NA,18.5719155253613,329.721117489971,20.2225881396963,22.9017892743217,339.627186865546,37.9680633561681,55.5669937770768,58.4253960002388,29.2735630128881,362.519053409342,47.3073663465228,46.4079960787677,39.1278899638552,49.0971208644218,54.4959781156887,366.039764455054,44.3968174920124,352.120962138288,56.3321760987228,51.438379331478,67.017485278745,341.818325377535,80.3824948307561,44.216233544572
